247,266
229,266
189,266
180,266
93,266
77,266
37,266
24,266
247,265
229,265
190,265
180,265
92,265
76,265
37,265
24,265
247,264
229,264
190,264
180,264
92,264
76,264
37,264
24,264
247,263
229,263
190,263
180,263
91,263
76,263
37,263
24,263
247,262
229,262
190,262
180,262
90,262
75,262
36,262
24,262
247,261
229,261
191,261
180,261
90,261
75,261
36,261
24,261
247,260
229,260
191,260
180,260
89,260
74,260
36,260
24,260
247,259
228,259
191,259
181,259
89,259
74,259
37,259
24,259
247,258
228,258
192,258
181,258
88,258
74,258
37,258
24,258
247,257
228,257
192,257
181,257
88,257
73,257
37,257
24,257
246,256
228,256
192,256
181,256
87,256
73,256
37,256
24,256
246,255
228,255
193,255
181,255
86,255
72,255
37,255
23,255
246,254
228,254
193,254
181,254
86,254
72,254
37,254
23,254
246,253
228,253
193,253
181,253
86,253
72,253
37,253
22,253
246,252
227,252
194,252
181,252
86,252
71,252
37,252
22,252
246,251
227,251
194,251
181,251
86,251
71,251
37,251
21,251
246,250
227,250
195,250
181,250
85,250
70,250
69,250
37,250
20,250
245,249
227,249
195,249
181,249
85,249
68,249
67,249
37,249
20,249
245,248
227,248
196,248
181,248
85,248
67,248
66,248
37,248
20,248
245,247
227,247
196,247
181,247
85,247
66,247
65,247
37,247
20,247
245,246
227,246
196,246
181,246
85,246
65,246
37,246
19,246
245,245
226,245
197,245
181,245
85,245
64,245
37,245
19,245
245,244
226,244
197,244
181,244
85,244
63,244
37,244
19,244
244,243
226,243
198,243
181,243
85,243
63,243
37,243
18,243
17,243
16,243
15,243
244,242
225,242
198,242
181,242
85,242
62,242
37,242
14,242
244,241
225,241
198,241
182,241
85,241
62,241
37,241
14,241
244,240
225,240
199,240
182,240
85,240
62,240
38,240
14,240
244,239
224,239
199,239
182,239
85,239
61,239
38,239
14,239
244,238
224,238
199,238
182,238
84,238
61,238
38,238
14,238
244,237
224,237
200,237
182,237
84,237
61,237
38,237
14,237
244,236
223,236
200,236
182,236
84,236
60,236
38,236
14,236
244,235
223,235
201,235
182,235
84,235
60,235
38,235
14,235
243,234
223,234
201,234
182,234
84,234
60,234
39,234
14,234
243,233
222,233
201,233
182,233
84,233
59,233
39,233
14,233
243,232
222,232
201,232
182,232
84,232
59,232
39,232
14,232
243,231
221,231
202,231
183,231
84,231
59,231
39,231
14,231
243,230
221,230
202,230
183,230
84,230
59,230
40,230
14,230
243,229
221,229
202,229
183,229
84,229
58,229
40,229
14,229
243,228
220,228
203,228
183,228
84,228
58,228
40,228
14,228
243,227
220,227
203,227
183,227
84,227
58,227
41,227
14,227
243,226
220,226
203,226
183,226
84,226
58,226
41,226
15,226
243,225
220,225
203,225
183,225
84,225
58,225
42,225
15,225
243,224
219,224
204,224
183,224
84,224
58,224
42,224
15,224
242,223
219,223
204,223
184,223
84,223
58,223
43,223
16,223
242,222
219,222
204,222
184,222
84,222
58,222
43,222
16,222
242,221
218,221
204,221
184,221
84,221
58,221
44,221
17,221
242,220
218,220
204,220
184,220
84,220
58,220
44,220
18,220
242,219
218,219
204,219
184,219
84,219
58,219
45,219
19,219
242,218
217,218
205,218
184,218
84,218
59,218
45,218
20,218
242,217
217,217
205,217
184,217
84,217
59,217
46,217
21,217
242,216
217,216
205,216
185,216
84,216
59,216
47,216
22,216
242,215
216,215
205,215
185,215
84,215
60,215
47,215
23,215
242,214
216,214
206,214
185,214
84,214
60,214
48,214
25,214
24,214
241,213
216,213
206,213
186,213
85,213
60,213
49,213
26,213
241,212
215,212
206,212
186,212
85,212
60,212
50,212
27,212
241,211
215,211
207,211
186,211
86,211
60,211
50,211
27,211
241,210
214,210
207,210
187,210
86,210
61,210
51,210
28,210
241,209
214,209
208,209
187,209
87,209
61,209
51,209
28,209
241,208
214,208
208,208
188,208
88,208
62,208
52,208
29,208
241,207
213,207
208,207
188,207
88,207
64,207
63,207
52,207
29,207
241,206
213,206
209,206
188,206
89,206
66,206
65,206
53,206
29,206
241,205
213,205
209,205
189,205
89,205
68,205
67,205
53,205
29,205
241,204
213,204
210,204
189,204
90,204
70,204
69,204
53,204
30,204
240,203
213,203
210,203
189,203
90,203
71,203
54,203
30,203
240,202
213,202
210,202
189,202
91,202
71,202
54,202
30,202
240,201
213,201
211,201
189,201
91,201
72,201
54,201
30,201
240,200
213,200
211,200
189,200
92,200
72,200
55,200
30,200
240,199
213,199
212,199
211,199
189,199
92,199
72,199
55,199
30,199
240,198
189,198
93,198
72,198
55,198
30,198
240,197
189,197
93,197
72,197
56,197
31,197
240,196
189,196
94,196
72,196
56,196
31,196
240,195
189,195
94,195
72,195
56,195
31,195
239,194
189,194
95,194
72,194
57,194
31,194
239,193
189,193
95,193
72,193
57,193
31,193
239,192
189,192
95,192
72,192
58,192
31,192
239,191
189,191
96,191
72,191
59,191
31,191
239,190
189,190
96,190
72,190
61,190
60,190
31,190
239,189
189,189
96,189
72,189
62,189
31,189
239,188
189,188
97,188
72,188
63,188
32,188
239,187
189,187
97,187
72,187
63,187
32,187
239,186
189,186
98,186
72,186
64,186
32,186
239,185
189,185
98,185
72,185
65,185
32,185
239,184
189,184
98,184
72,184
66,184
32,184
239,183
189,183
99,183
72,183
67,183
32,183
239,182
189,182
99,182
72,182
68,182
32,182
240,181
189,181
99,181
72,181
69,181
32,181
240,180
189,180
100,180
71,180
70,180
33,180
240,179
189,179
100,179
33,179
240,178
189,178
101,178
33,178
240,177
189,177
101,177
33,177
240,176
189,176
101,176
33,176
240,175
189,175
102,175
33,175
241,174
189,174
102,174
33,174
241,173
189,173
103,173
33,173
241,172
189,172
103,172
33,172
241,171
189,171
103,171
33,171
242,170
241,170
189,170
178,170
104,170
33,170
247,169
246,169
245,169
244,169
243,169
188,169
187,169
186,169
185,169
184,169
183,169
182,169
181,169
180,169
179,169
177,169
176,169
175,169
174,169
173,169
172,169
171,169
170,169
169,169
168,169
167,169
166,169
165,169
164,169
163,169
162,169
161,169
160,169
159,169
158,169
157,169
156,169
155,169
154,169
153,169
152,169
151,169
104,169
33,169
252,168
251,168
250,168
249,168
248,168
150,168
149,168
148,168
147,168
146,168
145,168
144,168
143,168
104,168
33,168
16,168
15,168
14,168
13,168
257,167
256,167
255,167
254,167
253,167
142,167
141,167
140,167
139,167
138,167
137,167
136,167
104,167
33,167
18,167
17,167
13,167
260,166
259,166
258,166
135,166
134,166
104,166
32,166
19,166
13,166
262,165
261,165
133,165
132,165
105,165
32,165
19,165
13,165
263,164
131,164
130,164
105,164
32,164
20,164
13,164
264,163
129,163
105,163
32,163
20,163
13,163
265,162
128,162
127,162
105,162
32,162
21,162
13,162
266,161
126,161
125,161
105,161
32,161
21,161
13,161
266,160
124,160
123,160
105,160
31,160
22,160
13,160
267,159
122,159
105,159
31,159
22,159
13,159
268,158
121,158
120,158
105,158
31,158
23,158
14,158
269,157
119,157
118,157
105,157
30,157
23,157
14,157
270,156
117,156
116,156
105,156
30,156
24,156
14,156
271,155
115,155
105,155
30,155
24,155
14,155
278,154
277,154
276,154
275,154
274,154
273,154
272,154
114,154
113,154
105,154
29,154
24,154
14,154
305,153
304,153
303,153
302,153
301,153
300,153
299,153
298,153
297,153
296,153
295,153
294,153
293,153
292,153
291,153
290,153
289,153
288,153
287,153
286,153
285,153
284,153
283,153
282,153
281,153
280,153
279,153
112,153
111,153
106,153
29,153
24,153
14,153
313,152
312,152
311,152
310,152
309,152
308,152
307,152
306,152
110,152
106,152
29,152
24,152
14,152
321,151
320,151
319,151
318,151
317,151
316,151
315,151
314,151
109,151
108,151
106,151
28,151
25,151
14,151
323,150
322,150
108,150
107,150
105,150
28,150
25,150
14,150
325,149
324,149
107,149
28,149
25,149
15,149
326,148
28,148
25,148
15,148
328,147
327,147
27,147
26,147
25,147
15,147
329,146
27,146
25,146
15,146
331,145
330,145
27,145
25,145
15,145
332,144
27,144
25,144
15,144
334,143
333,143
27,143
25,143
16,143
335,142
27,142
25,142
16,142
336,141
27,141
26,141
25,141
16,141
337,140
17,140
337,139
17,139
338,138
17,138
339,137
18,137
340,136
18,136
340,135
18,135
341,134
18,134
342,133
19,133
343,132
19,132
344,131
19,131
344,130
19,130
345,129
20,129
346,128
20,128
347,127
20,127
347,126
20,126
348,125
21,125
349,124
21,124
350,123
21,123
350,122
21,122
351,121
21,121
352,120
21,120
352,119
21,119
353,118
21,118
353,117
21,117
353,116
21,116
354,115
21,115
354,114
21,114
354,113
21,113
354,112
21,112
355,111
21,111
355,110
22,110
355,109
23,109
356,108
23,108
356,107
24,107
356,106
25,106
356,105
25,105
357,104
26,104
357,103
26,103
357,102
304,102
303,102
302,102
301,102
300,102
27,102
358,101
307,101
306,101
305,101
299,101
298,101
297,101
28,101
358,100
310,100
309,100
308,100
296,100
295,100
294,100
293,100
28,100
358,99
312,99
311,99
292,99
291,99
290,99
289,99
288,99
287,99
286,99
285,99
284,99
283,99
29,99
358,98
314,98
313,98
282,98
281,98
280,98
30,98
359,97
315,97
279,97
278,97
31,97
359,96
315,96
277,96
31,96
359,95
316,95
276,95
32,95
360,94
316,94
275,94
33,94
363,93
362,93
361,93
317,93
275,93
274,93
34,93
366,92
365,92
364,92
317,92
274,92
273,92
35,92
367,91
317,91
273,91
36,91
368,90
317,90
272,90
37,90
369,89
317,89
271,89
38,89
369,88
317,88
271,88
270,88
39,88
369,87
317,87
270,87
269,87
40,87
369,86
317,86
269,86
268,86
41,86
369,85
317,85
268,85
267,85
42,85
369,84
317,84
267,84
266,84
43,84
369,83
317,83
266,83
265,83
44,83
369,82
317,82
265,82
264,82
45,82
369,81
317,81
264,81
263,81
46,81
369,80
317,80
263,80
47,80
369,79
317,79
262,79
48,79
369,78
317,78
311,78
261,78
49,78
369,77
317,77
312,77
310,77
261,77
260,77
50,77
369,76
317,76
312,76
310,76
260,76
259,76
51,76
369,75
317,75
312,75
310,75
259,75
258,75
52,75
369,74
318,74
313,74
311,74
258,74
257,74
53,74
369,73
318,73
314,73
311,73
257,73
256,73
54,73
369,72
319,72
314,72
310,72
255,72
55,72
369,71
319,71
315,71
310,71
254,71
253,71
57,71
56,71
369,70
319,70
316,70
310,70
252,70
58,70
369,69
320,69
317,69
310,69
251,69
250,69
60,69
59,69
369,68
320,68
318,68
310,68
249,68
248,68
63,68
62,68
61,68
369,67
320,67
318,67
310,67
247,67
66,67
65,67
64,67
369,66
310,66
246,66
245,66
69,66
68,66
67,66
369,65
310,65
244,65
243,65
72,65
71,65
70,65
369,64
310,64
242,64
241,64
75,64
74,64
73,64
382,63
381,63
380,63
369,63
310,63
240,63
239,63
77,63
76,63
384,62
383,62
379,62
378,62
377,62
376,62
375,62
374,62
369,62
310,62
238,62
79,62
78,62
385,61
373,61
372,61
371,61
370,61
369,61
311,61
237,61
236,61
80,61
386,60
311,60
235,60
234,60
82,60
81,60
388,59
387,59
312,59
233,59
232,59
83,59
389,58
312,58
231,58
230,58
84,58
390,57
313,57
229,57
85,57
391,56
313,56
228,56
227,56
86,56
393,55
392,55
313,55
226,55
225,55
87,55
394,54
313,54
224,54
88,54
395,53
313,53
223,53
222,53
89,53
397,52
396,52
313,52
221,52
220,52
91,52
90,52
398,51
313,51
219,51
92,51
400,50
399,50
313,50
218,50
217,50
93,50
402,49
401,49
312,49
216,49
215,49
214,49
95,49
94,49
403,48
312,48
213,48
212,48
96,48
405,47
404,47
312,47
211,47
210,47
97,47
407,46
406,46
312,46
209,46
208,46
99,46
98,46
420,45
419,45
418,45
417,45
416,45
409,45
408,45
312,45
207,45
206,45
205,45
100,45
421,44
415,44
414,44
413,44
412,44
411,44
410,44
312,44
204,44
203,44
101,44
421,43
312,43
202,43
103,43
102,43
421,42
313,42
201,42
200,42
104,42
421,41
313,41
199,41
198,41
105,41
421,40
313,40
197,40
106,40
421,39
316,39
315,39
314,39
196,39
195,39
107,39
420,38
419,38
418,38
417,38
416,38
415,38
414,38
413,38
318,38
317,38
194,38
193,38
109,38
108,38
320,37
319,37
192,37
110,37
414,36
413,36
321,36
191,36
190,36
111,36
418,35
417,35
416,35
322,35
189,35
188,35
112,35
419,34
323,34
188,34
187,34
113,34
419,33
325,33
324,33
187,33
186,33
114,33
419,32
418,32
326,32
186,32
185,32
115,32
418,31
326,31
185,31
184,31
116,31
417,30
327,30
184,30
183,30
117,30
416,29
327,29
182,29
118,29
416,28
415,28
326,28
181,28
119,28
414,27
326,27
180,27
120,27
413,26
412,26
326,26
179,26
120,26
411,25
410,25
326,25
179,25
178,25
121,25
409,24
327,24
178,24
177,24
122,24
408,23
407,23
371,23
370,23
327,23
177,23
123,23
406,22
405,22
404,22
403,22
402,22
401,22
376,22
375,22
374,22
373,22
372,22
369,22
368,22
367,22
327,22
176,22
124,22
400,21
399,21
398,21
397,21
396,21
395,21
381,21
380,21
379,21
378,21
377,21
366,21
365,21
364,21
363,21
327,21
175,21
125,21
394,20
393,20
392,20
391,20
390,20
389,20
388,20
387,20
386,20
385,20
384,20
383,20
382,20
362,20
361,20
360,20
359,20
327,20
175,20
174,20
126,20
358,19
357,19
356,19
355,19
354,19
353,19
352,19
351,19
350,19
339,19
338,19
337,19
328,19
174,19
173,19
127,19
349,18
348,18
347,18
346,18
345,18
344,18
343,18
342,18
341,18
340,18
336,18
335,18
328,18
172,18
171,18
170,18
169,18
168,18
167,18
166,18
165,18
164,18
163,18
162,18
161,18
160,18
159,18
158,18
157,18
156,18
155,18
154,18
153,18
152,18
151,18
150,18
149,18
148,18
147,18
146,18
145,18
144,18
143,18
142,18
141,18
140,18
139,18
138,18
137,18
136,18
135,18
134,18
133,18
132,18
131,18
130,18
129,18
128,18
334,17
333,17
328,17
332,16
331,16
330,16
329,16
